Employee_ID,Department,Age,Salary,Projects_Completed,Working_Hours,Performance_Score,Promotion_Status
EMP01246,Customer Support,31,76773,24,56,100.0,Yes
EMP01247,Finance,59,135736,5,43,61.8,No
EMP01248,Operations,54,114698,3,54,49.8,No
EMP01249,Sales,47,119612,14,41,75.8,Yes
EMP01250,IT,57,150909,7,41,58.2,No
EMP01251,Engineering,56,166376,2,49,54.0,No
EMP01252,Admin,52,106757,24,59,90.6,Yes
EMP01253,IT,21,110684,9,49,60.6,No
EMP01254,Customer Support,39,89819,6,61,59.4,No
EMP01255,Sales,28,98224,16,34,72.2,No
EMP01256,Engineering,58,158051,19,57,100.0,Yes
EMP01257,Finance,51,135050,12,62,70.8,No
EMP01258,IT,37,119188,19,33,76.0,Yes
EMP01259,IT,50,131733,12,40,65.6,No
EMP01260,Customer Support,44,89396,21,52,90.0,Yes
EMP01261,Admin,39,100638,21,34,76.2,Yes
EMP01262,Finance,32,111216,20,40,82.0,Yes
EMP01263,Sales,41,97340,9,53,77.0,Yes
EMP01264,Operations,58,121087,5,30,55.0,No
EMP01265,Operations,39,107300,25,61,100.0,Yes
EMP01266,Finance,31,108694,7,39,55.0,No
EMP01267,Admin,33,94035,20,63,100.0,Yes
EMP01268,Customer Support,28,72419,15,34,63.4,No
EMP01269,Engineering,22,118280,12,49,67.0,No
EMP01270,Admin,49,101442,25,51,96.6,Yes
EMP01271,Finance,22,86064,8,38,56.2,No
EMP01272,IT,40,120575,7,38,60.4,No
EMP01273,Finance,28,102731,1,60,50.8,No
EMP01274,Finance,33,114037,2,62,53.8,No
EMP01275,Finance,51,118370,9,32,56.4,No
EMP01276,Finance,21,99454,4,43,51.0,No
EMP01277,Operations,32,90169,1,35,42.8,No
EMP01278,Operations,58,133004,12,40,76.6,Yes
EMP01279,Admin,36,83447,19,34,84.6,Yes
EMP01280,Admin,21,71435,7,42,54.8,No
EMP01281,HR,55,113012,24,36,92.8,Yes
EMP01282,Operations,51,122606,23,41,81.0,Yes
EMP01283,Operations,32,92421,13,57,85.6,Yes
EMP01284,Customer Support,35,81050,4,50,63.2,No
EMP01285,Admin,28,82437,5,61,66.6,No
EMP01286,HR,56,123377,3,50,50.4,No
EMP01287,Sales,45,113547,15,49,75.4,Yes
EMP01288,Customer Support,56,108386,10,57,66.2,No
EMP01289,Operations,51,124310,6,30,43.8,No
EMP01290,Engineering,46,139106,17,35,67.6,No
EMP01291,Customer Support,46,95728,23,36,77.0,Yes
EMP01292,Marketing,44,122295,11,42,69.0,No
EMP01293,Marketing,28,92726,14,61,91.8,Yes
EMP01294,Sales,58,126268,25,55,100.0,Yes
EMP01295,Customer Support,59,114938,16,62,82.0,Yes
EMP01296,Finance,50,131034,4,46,61.8,No
EMP01297,IT,35,113731,1,36,37.4,No
EMP01298,HR,52,122211,6,54,65.2,No
EMP01299,Sales,30,83507,20,36,85.6,Yes
EMP01300,Engineering,52,158715,7,48,68.4,No
EMP01301,Sales,53,126312,18,51,92.0,Yes
EMP01302,HR,22,78970,14,37,73.4,No
EMP01303,Customer Support,41,85379,15,59,75.4,Yes
EMP01304,Admin,32,80778,22,49,96.0,Yes
EMP01305,IT,48,143572,10,54,65.4,No
EMP01306,Engineering,57,166074,22,65,100.0,Yes
EMP01307,Engineering,51,157803,18,40,69.4,No
EMP01308,Sales,46,111759,16,54,82.2,Yes
EMP01309,HR,41,93400,1,32,44.0,No
EMP01310,HR,43,104070,25,51,90.6,Yes
EMP01311,Operations,48,116110,12,56,68.2,No
EMP01312,Marketing,36,112616,8,49,57.8,No
EMP01313,Sales,25,80563,4,51,49.8,No
EMP01314,Operations,55,126843,2,59,69.0,No
EMP01315,Customer Support,53,113991,9,31,64.8,No
EMP01316,Operations,22,83965,13,54,85.8,Yes
EMP01317,Engineering,27,123408,4,43,60.0,No
EMP01318,Operations,53,122505,6,49,65.2,No
EMP01319,Engineering,33,137158,21,34,76.2,Yes
EMP01320,Sales,39,110593,2,49,57.0,No
EMP01321,Finance,35,116394,23,36,85.0,Yes
EMP01322,Finance,38,116173,19,63,97.0,Yes
EMP01323,Operations,34,104336,3,49,55.8,No
EMP01324,Admin,48,108176,11,42,69.0,No
EMP01325,Admin,37,87317,15,65,78.0,Yes
EMP01326,IT,54,141778,19,61,96.8,Yes
EMP01327,Admin,38,101150,20,57,100.0,Yes
EMP01328,Admin,24,80954,7,53,60.4,No
EMP01329,IT,36,127466,24,49,97.6,Yes
EMP01330,Finance,41,117714,21,43,83.6,Yes
EMP01331,IT,39,130099,9,45,62.2,No
EMP01332,IT,28,111647,7,31,52.2,No
EMP01333,Engineering,50,153828,18,57,98.6,Yes
EMP01334,Marketing,23,82070,6,47,51.0,No
EMP01335,Sales,37,95166,22,65,100.0,Yes
EMP01336,Engineering,23,110350,1,33,43.6,No
EMP01337,Sales,59,127709,3,56,53.0,No
EMP01338,IT,46,143909,8,37,64.6,No
EMP01339,Admin,28,78851,22,63,100.0,Yes
EMP01340,Marketing,26,91469,20,37,80.2,Yes
EMP01341,Customer Support,58,118456,24,45,88.2,Yes
EMP01342,Finance,30,99996,6,43,62.6,No
EMP01343,Sales,47,117468,19,33,83.0,Yes
EMP01344,Finance,44,121686,11,64,85.2,Yes
EMP01345,Sales,36,103772,5,53,63.8,No
EMP01346,HR,40,89791,21,32,76.0,Yes
EMP01347,Admin,37,93290,13,49,67.8,No
EMP01348,Marketing,55,116257,15,54,83.4,Yes
EMP01349,Sales,37,99145,3,45,50.4,No
EMP01350,Engineering,31,130513,21,50,80.8,Yes
EMP01351,Finance,38,116036,25,61,100.0,Yes
EMP01352,Customer Support,42,93951,4,40,59.2,No
EMP01353,Operations,25,87707,14,65,90.2,Yes
EMP01354,HR,22,80929,21,41,94.4,Yes
EMP01355,HR,29,84812,13,42,70.6,No
EMP01356,Finance,57,131579,4,40,59.2,No
EMP01357,Customer Support,29,85475,11,58,70.6,No
EMP01358,IT,37,123633,22,50,87.6,Yes
EMP01359,Customer Support,26,79094,12,41,70.2,No
EMP01360,Marketing,57,136701,1,31,52.4,No
EMP01361,Marketing,60,128496,3,59,60.8,No
EMP01362,HR,31,96873,13,57,77.6,Yes
EMP01363,Finance,30,109587,12,40,60.6,No
EMP01364,Admin,21,78392,14,59,75.6,Yes
EMP01365,Marketing,35,101435,7,47,67.8,No
EMP01366,IT,45,143663,14,43,69.0,No
EMP01367,Marketing,39,110186,14,41,65.8,No
EMP01368,Sales,22,86177,9,45,62.2,No
EMP01369,Engineering,44,148164,3,30,39.4,No
EMP01370,Customer Support,41,96766,22,43,90.4,Yes
EMP01371,Sales,59,134051,3,36,40.0,No
EMP01372,Operations,24,87409,8,60,81.4,Yes
EMP01373,HR,59,127332,1,46,60.4,No
EMP01374,Sales,45,103333,13,53,84.2,Yes
EMP01375,IT,23,114106,9,40,67.2,No
EMP01376,Engineering,42,140797,5,35,58.0,No
EMP01377,IT,48,137865,9,37,51.4,No
EMP01378,Engineering,29,128893,9,53,69.0,No
EMP01379,Sales,37,103679,17,50,77.6,Yes
EMP01380,Engineering,41,147408,25,39,100.0,Yes
EMP01381,HR,49,100588,7,39,55.0,No
EMP01382,HR,32,83759,16,46,82.4,Yes
EMP01383,Finance,48,127067,16,32,71.0,No
EMP01384,Engineering,56,150886,15,61,79.6,Yes
EMP01385,Operations,28,89909,3,43,48.2,No
EMP01386,Admin,31,93321,9,43,54.0,No
EMP01387,IT,54,142866,14,34,72.6,No
EMP01388,Operations,27,83397,1,48,54.6,No
EMP01389,Finance,44,108746,11,39,57.2,No
EMP01390,Engineering,50,159470,15,47,67.2,No
EMP01391,HR,42,101046,21,58,100.0,Yes
EMP01392,Marketing,29,95389,2,48,45.4,No
EMP01393,Admin,25,70032,20,54,92.4,Yes
EMP01394,IT,37,117322,8,55,59.4,No
EMP01395,IT,34,120136,13,55,88.4,Yes
EMP01396,Finance,30,105167,10,61,75.6,Yes
EMP01397,IT,59,152840,12,36,71.2,No
EMP01398,Engineering,33,135211,15,54,79.4,Yes
EMP01399,Customer Support,57,115466,3,57,70.6,No
EMP01400,Customer Support,32,76445,21,57,85.0,Yes
EMP01401,Operations,53,115681,15,44,80.4,Yes
EMP01402,Admin,54,117142,3,48,59.2,No
EMP01403,Engineering,26,115387,10,39,62.4,No
EMP01404,Admin,36,98829,14,48,67.0,No
EMP01405,Finance,56,125726,2,62,68.8,No
EMP01406,Customer Support,48,111227,4,59,62.6,No
EMP01407,Sales,43,113096,19,35,67.2,No
EMP01408,Engineering,28,126476,6,41,48.4,No
EMP01409,Customer Support,26,76487,23,49,100.0,Yes
EMP01410,Engineering,50,151184,20,46,80.6,Yes
EMP01411,IT,34,114284,3,46,58.0,No
EMP01412,HR,55,109823,1,55,46.8,No
EMP01413,Engineering,31,136922,15,55,87.0,Yes
EMP01414,Operations,40,104917,23,55,88.4,Yes
EMP01415,IT,29,108467,1,42,39.0,No
EMP01416,HR,33,84356,7,60,80.6,No
EMP01417,Customer Support,36,84455,21,64,90.2,Yes
EMP01418,Engineering,40,141824,5,60,57.0,No
EMP01419,IT,28,119494,5,58,70.8,No
EMP01420,Engineering,22,112997,19,45,82.2,Yes
EMP01421,Customer Support,57,103658,2,51,49.2,No
EMP01422,Customer Support,48,102128,16,65,80.8,Yes
EMP01423,Customer Support,52,116767,16,62,97.0,Yes
EMP01424,Marketing,52,129711,23,33,73.2,No
EMP01425,Operations,48,113376,18,34,84.8,Yes
EMP01426,Engineering,47,147762,4,61,69.8,No
EMP01427,HR,48,103898,6,48,66.6,No
EMP01428,Engineering,43,138799,8,62,81.6,Yes
EMP01429,Engineering,42,143191,5,48,62.8,No
EMP01430,Engineering,44,142055,6,43,50.6,No
EMP01431,IT,51,136322,6,42,67.0,No
EMP01432,Finance,52,127350,14,61,80.8,Yes
EMP01433,Admin,34,89556,2,31,42.2,No
EMP01434,IT,43,122647,6,62,62.0,No
EMP01435,Customer Support,42,89354,4,44,62.6,No
EMP01436,Engineering,35,133640,9,51,59.8,No
EMP01437,Sales,56,132001,5,62,61.2,No
EMP01438,Engineering,24,112269,15,37,80.2,Yes
EMP01439,Finance,60,143623,18,32,66.6,No
EMP01440,Finance,31,97345,7,53,65.4,No
EMP01441,Admin,49,100855,16,36,82.4,Yes
EMP01442,Operations,44,106415,5,37,57.2,No
EMP01443,HR,47,107584,8,60,71.4,No
EMP01444,IT,53,145803,3,47,58.6,No
EMP01445,Marketing,44,116618,5,63,65.8,No
EMP01446,Customer Support,29,84832,14,56,86.8,Yes
EMP01447,HR,44,93125,15,39,78.4,Yes
EMP01448,Finance,25,98161,11,50,66.8,No
EMP01449,HR,48,102546,13,32,72.6,No
EMP01450,Admin,24,78972,10,56,80.6,Yes
EMP01451,Operations,40,104167,12,30,67.6,No
EMP01452,IT,60,156620,23,55,100.0,Yes
EMP01453,Admin,34,89113,20,58,100.0,Yes
EMP01454,Marketing,46,106411,10,35,68.0,No
EMP01455,Customer Support,42,102454,24,38,95.0,Yes
EMP01456,Marketing,39,114880,3,62,63.6,No
EMP01457,Operations,54,112567,25,40,81.0,Yes
EMP01458,Sales,55,124852,8,49,71.8,No
EMP01459,HR,28,90229,12,46,72.2,No
EMP01460,HR,28,88304,25,37,88.2,Yes
EMP01461,HR,57,116136,15,51,87.6,Yes
EMP01462,Admin,57,116879,20,44,83.4,Yes
EMP01463,IT,39,133828,23,54,92.8,Yes
EMP01464,Operations,27,91238,17,42,81.8,Yes
EMP01465,IT,27,115902,23,57,89.6,Yes
EMP01466,HR,26,86805,14,38,66.0,No
EMP01467,Finance,49,126997,12,63,89.4,Yes
EMP01468,Admin,56,112840,25,55,100.0,Yes
EMP01469,Customer Support,52,111061,15,61,80.6,Yes
EMP01470,Admin,30,87998,5,61,61.6,No
EMP01471,Admin,53,115523,4,43,60.0,No
EMP01472,IT,23,101491,18,53,95.2,Yes
EMP01473,Finance,47,130135,4,53,60.0,No
EMP01474,Admin,23,76772,5,37,52.2,No
EMP01475,Sales,44,98716,10,61,70.6,No
EMP01476,Customer Support,30,80289,2,49,51.0,No
EMP01477,Engineering,32,136341,1,37,47.0,No
EMP01478,HR,25,88778,14,60,82.2,Yes
EMP01479,Engineering,57,163972,11,54,83.2,Yes
EMP01480,IT,29,119543,17,59,92.0,Yes
EMP01481,Operations,30,95688,3,56,58.0,No
EMP01482,Operations,46,116719,18,32,71.6,No
EMP01483,IT,26,119943,23,31,92.0,Yes
EMP01484,Admin,40,103328,21,37,74.0,No
EMP01485,Admin,33,95285,19,33,82.0,Yes
EMP01486,Engineering,33,123541,17,31,78.2,Yes
EMP01487,HR,32,86437,9,43,72.0,No
EMP01488,Finance,49,126966,18,50,92.4,Yes
EMP01489,Engineering,23,121920,1,51,49.4,No
EMP01490,HR,47,108917,17,50,80.6,Yes
EMP01491,Finance,26,91710,4,64,66.6,No
EMP01492,IT,30,111053,9,35,58.2,No
EMP01493,IT,47,132346,2,50,45.6,No
EMP01494,Sales,24,84287,13,36,61.0,No
EMP01495,Operations,47,107363,9,54,61.6,No
EMP01496,Marketing,33,105753,25,45,100.0,Yes
EMP01497,Customer Support,53,100586,4,47,57.4,No
EMP01498,Admin,50,112865,14,34,57.6,No
EMP01499,Marketing,47,124555,1,47,60.0,No
EMP01500,Marketing,27,86514,25,65,100.0,Yes
EMP01501,Customer Support,57,119798,15,35,66.0,No
EMP01502,Operations,30,91033,18,40,85.4,Yes
EMP01503,Admin,48,94632,15,32,72.2,No
EMP01504,Sales,60,117017,21,40,74.8,No
EMP01505,Sales,51,118656,20,46,86.6,Yes
EMP01506,Admin,34,83089,10,32,66.2,No
EMP01507,Finance,57,136353,10,35,54.0,No
EMP01508,Admin,29,78709,9,57,81.4,Yes
EMP01509,Operations,53,119164,22,51,96.2,Yes
EMP01510,Marketing,38,106794,22,50,87.6,Yes
EMP01511,Operations,50,107067,1,38,55.6,No
EMP01512,HR,51,114738,1,41,55.4,No
EMP01513,Customer Support,52,99940,18,35,82.4,Yes
EMP01514,Engineering,22,117966,22,37,85.8,Yes
EMP01515,Operations,59,118076,13,41,63.0,No
EMP01516,Operations,50,107306,7,58,66.4,No
EMP01517,Sales,22,77675,22,52,84.8,Yes
EMP01518,Sales,60,124676,23,44,94.8,Yes
EMP01519,HR,44,112658,9,61,70.8,No
EMP01520,Marketing,21,78835,21,55,90.8,Yes
EMP01521,Admin,57,123480,16,40,70.8,No
EMP01522,IT,57,140531,3,38,44.2,No
EMP01523,Marketing,37,100686,17,47,70.8,No
EMP01524,Sales,55,125874,22,65,90.6,Yes
EMP01525,HR,48,110932,11,57,74.0,No
EMP01526,Admin,28,82444,15,61,91.6,Yes
EMP01527,Marketing,23,91364,2,47,60.8,No
EMP01528,Operations,49,112176,1,55,56.8,No
EMP01529,HR,26,85087,24,44,83.6,Yes
EMP01530,Marketing,36,103384,6,51,55.4,No
EMP01531,HR,27,73187,16,57,93.0,Yes
EMP01532,Sales,42,110918,8,36,55.0,No
EMP01533,HR,42,98157,11,63,71.6,No
EMP01534,Engineering,59,165429,25,36,96.6,Yes
EMP01535,Finance,28,100966,2,32,44.8,No
EMP01536,IT,25,101795,2,58,59.4,No
EMP01537,Customer Support,60,108828,3,36,56.0,No
EMP01538,Sales,24,76940,13,55,87.4,Yes
EMP01539,Marketing,47,121257,20,30,78.0,Yes
EMP01540,Customer Support,50,106128,20,36,89.6,Yes
EMP01541,Engineering,22,125661,17,51,79.2,Yes
EMP01542,Finance,27,106827,1,34,40.2,No
EMP01543,IT,57,146797,21,62,98.0,Yes
EMP01544,Engineering,47,142492,24,58,97.0,Yes
EMP01545,HR,29,85012,2,38,56.4,No
EMP01546,Admin,48,104797,21,52,99.0,Yes
EMP01547,IT,55,146114,5,60,76.0,No
EMP01548,Sales,42,112363,12,30,69.6,No
EMP01549,HR,30,94332,8,62,64.6,No
EMP01550,Operations,48,111194,7,42,51.8,No
EMP01551,Marketing,42,115715,22,60,100.0,Yes
EMP01552,Operations,42,111119,20,49,87.4,Yes
EMP01553,Finance,31,108450,15,32,65.2,No
EMP01554,Marketing,21,90487,23,44,98.8,Yes
EMP01555,Marketing,34,103117,16,51,77.4,Yes
EMP01556,IT,46,125524,1,53,47.6,No
EMP01557,HR,43,96266,18,37,75.6,Yes
EMP01558,Marketing,49,110238,21,53,81.6,Yes
EMP01559,Marketing,33,96774,10,41,62.6,No
EMP01560,Operations,32,91250,18,45,77.4,Yes
EMP01561,IT,22,97087,9,36,53.8,No
EMP01562,Finance,45,118996,11,43,71.6,No
EMP01563,Operations,36,107466,12,40,76.6,Yes
EMP01564,Finance,48,116885,4,39,48.6,No
EMP01565,Admin,33,87018,13,53,86.2,Yes
EMP01566,Marketing,48,125146,2,42,49.8,No
EMP01567,Operations,30,92177,8,33,50.2,No
EMP01568,Engineering,53,159022,7,35,64.6,No
EMP01569,IT,25,116684,17,54,86.0,Yes
EMP01570,Admin,52,109945,15,41,74.6,No
EMP01571,Engineering,54,160324,23,61,98.0,Yes
EMP01572,Customer Support,58,111389,21,32,76.0,Yes
EMP01573,Engineering,33,126762,8,55,68.4,No
EMP01574,Customer Support,48,104858,19,40,78.2,Yes
EMP01575,Finance,56,131868,5,35,56.0,No
EMP01576,Operations,54,127045,8,32,61.6,No
EMP01577,Operations,60,134320,14,58,85.0,Yes
EMP01578,Operations,47,112346,16,50,82.8,Yes
EMP01579,IT,22,105103,15,44,85.4,Yes
EMP01580,Operations,25,93441,3,48,62.2,No
EMP01581,Finance,55,124224,9,44,57.6,No
EMP01582,Operations,25,83563,2,64,64.0,No
EMP01583,Operations,33,95593,9,49,63.6,No
EMP01584,IT,59,149356,25,64,95.4,Yes
EMP01585,Sales,40,106295,12,55,84.6,Yes
EMP01586,Engineering,21,110091,21,62,99.0,Yes
EMP01587,Marketing,35,107546,24,43,88.0,Yes
EMP01588,Admin,54,116919,25,59,100.0,Yes
EMP01589,Operations,26,91886,7,57,64.8,No
EMP01590,Engineering,49,151078,18,31,67.0,No
EMP01591,IT,57,154777,10,30,59.0,No
EMP01592,Marketing,42,113617,14,57,88.4,Yes
EMP01593,Operations,40,113598,19,31,65.8,No
EMP01594,IT,29,117295,11,55,70.8,No
EMP01595,Finance,46,116371,18,54,91.8,Yes
EMP01596,Operations,27,89382,19,58,83.0,Yes
EMP01597,Finance,31,98020,22,65,91.6,Yes
EMP01598,Engineering,59,157320,1,41,40.4,No
EMP01599,Sales,45,108538,7,44,67.0,No
EMP01600,Engineering,25,126991,2,53,47.4,No
EMP01601,Operations,31,89345,14,55,73.2,No
EMP01602,Admin,29,74053,14,60,85.2,Yes
EMP01603,IT,34,124962,7,49,69.0,No
EMP01604,Sales,31,98665,19,42,85.4,Yes
EMP01605,Marketing,38,110205,1,39,39.2,No
EMP01606,Marketing,46,123852,17,51,88.2,Yes
EMP01607,Engineering,50,142985,19,32,74.4,No
EMP01608,Operations,50,119815,23,49,100.0,Yes
EMP01609,Customer Support,32,87558,8,41,65.0,No
EMP01610,IT,45,136895,23,36,76.0,Yes
EMP01611,IT,36,122764,9,64,68.6,No
EMP01612,Engineering,34,124772,14,65,87.2,Yes
EMP01613,Finance,25,98438,17,50,86.6,Yes
EMP01614,Sales,31,83662,7,62,75.8,No
EMP01615,Finance,22,93889,21,59,95.2,Yes
EMP01616,Marketing,46,105551,13,32,62.6,No
EMP01617,IT,28,119484,11,59,81.2,Yes
EMP01618,Finance,25,99343,18,45,75.4,Yes
EMP01619,Sales,51,106791,6,40,65.8,No
EMP01620,IT,27,119919,10,37,64.2,No
EMP01621,Finance,31,101153,22,30,73.6,No
EMP01622,Operations,49,106928,6,43,65.6,No
EMP01623,Engineering,34,137933,23,33,93.2,Yes
EMP01624,Customer Support,27,81948,23,49,83.8,Yes
EMP01625,HR,59,117410,2,54,55.0,No
EMP01626,Marketing,44,103325,7,35,58.6,No
EMP01627,HR,22,68470,11,42,64.0,No
EMP01628,IT,27,103842,24,40,92.2,Yes
EMP01629,Finance,53,137017,11,50,81.8,Yes
EMP01630,Marketing,33,103620,18,55,80.4,Yes
EMP01631,Marketing,35,102596,4,52,55.4,No
EMP01632,Customer Support,21,60592,21,50,91.8,Yes
EMP01633,Engineering,34,129924,8,34,66.8,No
EMP01634,Operations,60,126161,2,34,49.0,No
EMP01635,Engineering,40,146651,4,64,62.6,No
EMP01636,Finance,37,112132,20,50,82.0,Yes
EMP01637,IT,42,136198,21,50,81.8,Yes
EMP01638,HR,42,102929,20,58,98.8,Yes
EMP01639,Admin,35,86622,19,30,64.2,No
EMP01640,Finance,60,141041,10,45,64.0,No
EMP01641,Finance,60,139272,2,38,53.4,No
EMP01642,Marketing,39,103497,5,54,73.4,No
EMP01643,Marketing,23,88370,24,58,94.0,Yes
EMP01644,Operations,38,109667,21,32,82.0,Yes
EMP01645,HR,39,98030,8,51,64.0,No
EMP01646,Admin,34,85089,2,45,61.6,No
EMP01647,Admin,45,105495,11,41,76.4,Yes
EMP01648,Finance,21,86506,16,34,62.2,No
EMP01649,Marketing,30,91691,5,35,60.0,No
EMP01650,Marketing,56,119761,8,62,76.6,Yes
EMP01651,Sales,50,113025,6,42,61.0,No
EMP01652,Marketing,32,107288,10,48,72.8,No
EMP01653,Sales,33,96382,16,35,73.8,No
EMP01654,IT,45,137850,16,58,91.6,Yes
EMP01655,Customer Support,60,122794,25,39,80.4,Yes
EMP01656,Customer Support,45,108502,3,49,63.8,No
EMP01657,Admin,30,81430,24,41,91.8,Yes
EMP01658,Sales,50,117292,15,48,84.8,Yes
EMP01659,Engineering,59,155277,3,51,63.0,No
EMP01660,IT,33,110020,7,30,58.6,No
EMP01661,Engineering,44,145731,13,56,80.0,Yes
EMP01662,Engineering,45,147395,10,34,51.4,No
EMP01663,Customer Support,28,74964,19,40,83.2,Yes
EMP01664,Operations,37,103464,17,61,80.2,Yes
EMP01665,Customer Support,45,96941,24,45,97.2,Yes
EMP01666,Operations,23,79445,21,31,76.4,Yes
EMP01667,Engineering,59,159132,22,39,82.0,Yes
EMP01668,IT,59,143824,1,37,56.0,No
EMP01669,Customer Support,45,105991,23,35,80.4,Yes
EMP01670,IT,48,137503,14,46,80.8,Yes
EMP01671,Customer Support,55,114487,19,49,77.6,Yes
EMP01672,Operations,27,86265,5,47,61.2,No
EMP01673,HR,40,88051,6,61,62.4,No
EMP01674,Customer Support,25,74448,17,56,89.2,Yes
EMP01675,IT,31,111601,12,41,64.2,No
EMP01676,IT,52,147167,17,37,82.8,Yes
EMP01677,IT,34,116787,7,33,50.4,No
EMP01678,Customer Support,37,84843,15,36,62.6,No
EMP01679,Finance,39,110868,13,37,59.6,No
EMP01680,HR,42,106059,19,45,88.2,Yes
EMP01681,HR,27,72636,2,47,61.8,No
EMP01682,Finance,23,82837,7,63,74.4,No
EMP01683,Admin,59,123722,25,47,100.0,Yes
EMP01684,Customer Support,42,96641,11,53,73.6,No
EMP01685,Operations,36,102600,22,55,100.0,Yes
EMP01686,Operations,24,75901,11,36,67.4,No
EMP01687,IT,46,142587,1,37,44.0,No
EMP01688,Operations,36,107072,15,60,88.0,Yes
EMP01689,HR,33,80144,21,50,99.8,Yes
EMP01690,HR,44,107359,24,50,92.2,Yes
EMP01691,Engineering,59,162214,13,35,69.4,No
EMP01692,Finance,51,125829,24,54,100.0,Yes
EMP01693,IT,33,110640,17,62,83.8,Yes
EMP01694,Finance,52,132696,10,65,74.0,No
EMP01695,Finance,49,121693,16,64,86.2,Yes
EMP01696,IT,34,114256,25,35,91.0,Yes
EMP01697,IT,22,105586,11,54,71.2,No
EMP01698,Engineering,37,128848,22,37,90.8,Yes
EMP01699,Finance,52,124733,23,51,100.0,Yes
EMP01700,Finance,59,138153,21,51,92.4,Yes
EMP01701,Customer Support,56,110689,8,44,55.8,No
EMP01702,Finance,39,112948,4,35,58.2,No
EMP01703,Finance,33,98775,19,53,88.0,Yes
EMP01704,HR,45,113335,10,33,66.8,No
EMP01705,Customer Support,33,86561,14,50,71.2,No
EMP01706,Marketing,54,115101,4,55,69.2,No
EMP01707,Operations,50,114173,5,48,64.8,No
EMP01708,IT,50,134779,20,48,77.8,Yes
EMP01709,Operations,59,121845,10,62,75.2,Yes
EMP01710,Engineering,57,164620,21,43,84.6,Yes
EMP01711,HR,45,100901,11,39,62.2,No
EMP01712,IT,24,108600,16,55,78.8,Yes
EMP01713,Admin,22,77242,13,51,81.0,Yes
EMP01714,Customer Support,43,103896,13,34,64.8,No
EMP01715,Marketing,39,109703,23,65,95.4,Yes
EMP01716,Operations,29,91763,25,33,90.8,Yes
EMP01717,IT,31,116738,15,60,79.0,Yes
EMP01718,Marketing,34,91099,24,42,91.4,Yes
EMP01719,Finance,57,135738,22,39,88.0,Yes
EMP01720,HR,31,92727,4,52,55.4,No
EMP01721,Finance,24,103244,17,51,86.2,Yes
EMP01722,Customer Support,30,74892,8,32,52.6,No
EMP01723,Engineering,46,147500,10,41,56.6,No
EMP01724,Customer Support,50,107036,9,58,63.0,No
EMP01725,Finance,28,104630,3,37,59.6,No
EMP01726,Marketing,53,122569,1,60,52.8,No
EMP01727,IT,58,153810,13,60,80.4,Yes
EMP01728,IT,57,140480,4,50,66.2,No
EMP01729,Customer Support,32,86303,23,31,89.0,Yes
EMP01730,Admin,55,120003,16,34,79.2,Yes
EMP01731,Finance,55,124844,25,43,87.8,Yes
EMP01732,IT,59,155454,1,65,62.8,No
EMP01733,HR,28,78882,5,43,48.8,No
EMP01734,Sales,56,114972,25,32,79.2,Yes
EMP01735,Sales,53,114223,12,64,85.0,Yes
EMP01736,Marketing,21,92221,10,32,58.2,No
EMP01737,Engineering,55,156254,5,61,73.6,No
EMP01738,Admin,43,91844,17,43,69.4,No
EMP01739,HR,36,93020,7,39,54.0,No
EMP01740,Admin,29,80889,7,52,59.8,No
EMP01741,Customer Support,60,115354,3,65,64.4,No
EMP01742,IT,45,126728,13,59,78.8,Yes
EMP01743,IT,48,129912,18,43,90.2,Yes
EMP01744,Marketing,38,114069,23,53,100.0,Yes
EMP01745,IT,53,143966,14,39,73.6,No
EMP01746,HR,45,96540,20,45,83.0,Yes
EMP01747,Admin,28,83929,4,65,60.2,No
EMP01748,Finance,42,114353,12,51,68.2,No
EMP01749,Sales,35,99358,1,36,42.4,No
EMP01750,Finance,45,126251,4,41,52.8,No
EMP01751,Engineering,58,161032,4,63,75.0,No
EMP01752,Admin,39,85371,9,36,54.8,No
EMP01753,Customer Support,41,101622,6,52,71.0,No
EMP01754,Customer Support,59,114288,16,38,63.6,No
EMP01755,IT,53,138275,22,38,86.4,Yes
EMP01756,Sales,57,121562,2,53,66.4,No
EMP01757,Engineering,47,147999,6,58,71.6,No
EMP01758,Sales,53,125658,9,57,69.4,No
EMP01759,Finance,40,113247,10,56,65.6,No
EMP01760,Finance,26,89268,24,45,87.2,Yes
EMP01761,HR,57,126558,3,48,61.2,No
EMP01762,Customer Support,21,64670,22,62,100.0,Yes
EMP01763,Admin,52,103485,22,64,100.0,Yes
EMP01764,Marketing,21,89125,24,30,90.2,Yes
EMP01765,Marketing,43,121562,24,63,94.0,Yes
EMP01766,Engineering,59,158175,6,63,65.6,No
EMP01767,Operations,25,88576,5,62,59.2,No
EMP01768,Engineering,48,149831,13,40,62.4,No
EMP01769,Marketing,42,109904,18,37,75.6,Yes
EMP01770,Sales,51,106273,9,43,74.0,No
EMP01771,Customer Support,57,120292,7,49,55.0,No
EMP01772,Engineering,50,140193,2,52,65.8,No
EMP01773,Operations,50,110511,10,52,61.2,No
EMP01774,IT,43,121890,13,52,69.6,No
EMP01775,Engineering,48,154937,7,35,61.6,No
EMP01776,Customer Support,30,71226,4,61,59.8,No
EMP01777,Marketing,37,106665,16,55,82.8,Yes
EMP01778,Customer Support,44,96630,6,64,64.2,No
EMP01779,Engineering,49,150391,6,38,58.6,No
